lBy;lOwnerid;lparent
luckycharmer;898306;GC18WEC
bjcheryl;691314;GC18WEC
Reviewer Jones;309660;GC18WEC
mvigor;1375399;GC18WEC
regnad;131969;GC18WMF
sagestranger;1466573;GC18WMF
VikingGuy;1043737;GC18WMF
gram&pa;1446017;GC18WMF
pirates of the cache n carry;1040614;GC18WMF
CyclonicKWF;891866;GC18WMF
Bluegrass Reviewer;578183;GC18WMF
Smiley Guy;1045702;GC18WTR
gossamar;33094;GC18WTR
Peoria Bill;100752;GC18WTR
bri13;979971;GC18WTR
franke3;1185565;GC18WTR
joranda;503984;GC18WTR
cavebear7;977685;GC18WTR
Reviewer Jones;309660;GC18WTR
MutherAndSun;944590;GC18X8Q
blackjeep1989;692270;GC18X8Q
joranda;503984;GC18X8Q
Reviewer Jones;309660;GC18X8Q
yorkiegal;1428375;GC18X8Q
Opalline;685297;GC18X9M
ricstone;182187;GC18X9M
pole8888;1204152;GC18X9M
docspot;950251;GC18X9M
netinator;1045194;GC18X9M
Fargnot;630179;GC18X9M
drur;71401;GC18X9M
*gln;4552;GC18X9M
*gln;4552;GC18X9M
racer2814;744677;GC18XK4
dgeiken;1324788;GC18XK4
Reviewer Jones;309660;GC18XK4
Bluegrass Reviewer;578183;GC18XQ6
myotis;11234;GC18XVF
cds231;645750;GC18XVF
Strider;3258;GC18XVF
Gerhardus;418856;GC18XVF
JC_Geo;448150;GC18XVF
K-TEAM;30060;GC18XVF
chuck4564;948796;GC18XVF
whirley;323581;GC18XVF
trackerXL;1371356;GC18XVF
Wheelinb;861923;GC18XVF
BlueBeadMan;199792;GC18XVF
Crazy4Moose;935764;GC18XVF
Phil 4:13;817288;GC18XVF
Cycle Ken;502248;GC18XVF
Nickel01;671598;GC18XVF
Team DLADL;407553;GC18XVF
JanS03;73036;GC18XVF
ibew ret;319683;GC18XVF
Hobbit Taz;933682;GC18XVF
Cachew;6694;GC18XVF
Hobbit Taz;933682;GC18XVF
pa;46700;GC18XVF
Mean Gene;7108;GC18XVF
Hid Pro Quo;34043;GC18XVF
goshhawk;45784;GC18XVF
adcisler;1089157;GC18XVF
VAEaglesFan;1235890;GC18XVF
CribbageWitch;956939;GC18XVF
Bobcat158;522849;GC18XVF
tjpcooper;799203;GC18XVF
seaeye;1405419;GC18XVF
roelsch;29948;GC18XVF
gotterv;652401;GC18XVF
Gotcha-2;682857;GC18XVF
GPSnalot;1362560;GC18XVF
dougieniles;1224298;GC18XVF
*gln;4552;GC18XVF
4cs87;203730;GC18XWD
regnad;131969;GC18XWD
gram&pa;1446017;GC18XWD
CyclonicKWF;891866;GC18XWD
theMusician;286516;GC18XWD
thePhotographer;286518;GC18XWD
Bluegrass Reviewer;578183;GC18XWD
roelsch;29948;GC18Y21
Mean Gene;7108;GC18Y21
smtycolt;94818;GC18Y21
gram & gramps Z;1293899;GC18Y21
Reviewer Jones;309660;GC18Y21
pneuma;338749;GC18YAW
jennyNjim;739750;GC18YAW
Kayak194;709452;GC18YAW
SEBURR;620351;GC18YAW
2aussies;437890;GC18YAW
Dieseldoc;166447;GC18YAW
ClayC;777831;GC18YAW
CYBret;39219;GC18YAW
THE KIDS;244370;GC18YAW
Mountain Climber;42266;GC18YAW
kodiak_62;164926;GC18YNG
The Incredible Geocachers;1435048;GC18YNG
mamabird50;591844;GC18YNG
Mama Jane;456991;GC18YNG
RReaster;1206503;GC18YNG
SISSYJ;1223137;GC18YNG
sudamar;659386;GC18YNG
golday;1397319;GC18YNG
Katfans;596116;GC18YNG
Bluegrass Reviewer;578183;GC18YNG
connell95;1490947;GC18YT2
golday;1397319;GC18YT2
sudamar;659386;GC18YT2
Jas. Cox;1011118;GC18YT2
heavy1;918462;GC18YT2
Bluegrass Reviewer;578183;GC18YT2
Strider;3258;GC18YT8
RGS;27639;GC18YT8
GB-Cacher;83899;GC18YT8
Team DLADL;407553;GC18YT8
Puglet1;541651;GC18YT8
konopapw;19497;GC18YT8
cds231;645750;GC18YT8
JanS03;73036;GC18YT8
ibew ret;319683;GC18YT8
JP Billy;534115;GC18YT8
Didg Guy;200146;GC18YT8
RGS;27639;GC18YT8
*gln;4552;GC18YT8
*gln;4552;GC18YT8
Beadwrkr;271650;GC18YVJ
Strider;3258;GC18YVJ
RGS;27639;GC18YVJ
JanS03;73036;GC18YVJ
ibew ret;319683;GC18YVJ
Team DLADL;407553;GC18YVJ
Team DLADL;407553;GC18YVJ
Team DLADL;407553;GC18YVJ
Puglet1;541651;GC18YVJ
JP Billy;534115;GC18YVJ
RGS;27639;GC18YVJ
cds231;645750;GC18YVJ
*gln;4552;GC18YVJ
*gln;4552;GC18YVJ
sataraid1;1165244;GC18YWP
CYBret;39219;GC18YWP
SEBURR;620351;GC18YWP
2aussies;437890;GC18YWP
ClayC;777831;GC18YWP
Dieseldoc;166447;GC18YWP
Kayak194;709452;GC18YWP
Reviewer Hilts;1069637;GC18YWP
mitzipepper;812724;GC18YXR
CYBret;39219;GC18YXR
2aussies;437890;GC18YXR
Dieseldoc;166447;GC18YXR
sataraid1;1165244;GC18YXR
SEBURR;620351;GC18YXR
Kayak194;709452;GC18YXR
ClayC;777831;GC18YXR
Reviewer Hilts;1069637;GC18YXR
cavebear7;977685;GC18Z94
waterfallfrog;1034012;GC18Z94
bri13;979971;GC18Z94
franke3;1185565;GC18Z94
rickc309;1298882;GC18Z94
Peoria Bill;100752;GC18Z94
joranda;503984;GC18Z94
Peoria Bill;100752;GC18Z94
geoaware;175790;GC18Z94
The Incredible Geocachers;1435048;GC18ZG6
Dr. Who and K-9;155959;GC18ZG6
sudamar;659386;GC18ZG6
Emersons;1466648;GC18ZG6
hillsdale;709709;GC18ZG6
Katfans;596116;GC18ZG6
Jas. Cox;1011118;GC18ZG6
bluechipsearcher;1358917;GC18ZG6
searay16;861887;GC18ZG6
Mountain Climber;42266;GC18ZG6
wdk71;1035783;GC18ZPH
king-of-halloween;159330;GC18ZPH
Reviewer Jones;309660;GC18ZPH
Influence Waterfowl Calls;1093529;GC18ZR2
Influence Waterfowl Calls;1093529;GC18ZR2
Influence Waterfowl Calls;1093529;GC18ZR2
pcsenn;115677;GC18ZR2
Fargnot;630179;GC18ZR2
netinator;1045194;GC18ZR2
lobocs;920838;GC18ZX5
yawetag;1003256;GC18ZX5
Reviewer Jones;309660;GC18ZX5
ibew ret;319683;GC18ZX5
MutherAndSun;944590;GC18ZX5
JC_Geo;448150;GC18ZX5
BNELS;1333085;GC18ZX5
kiddylan;233850;GC18ZX5
kiddylan;233850;GC18ZX5
kiddylan;233850;GC18ZX5
2_cats;610181;GC18ZX5
Reviewer Jones;309660;GC18ZX5
napoleon&debb;954689;GC18ZX5
kwitsman;255690;GC18ZXP
Arndtwe;808575;GC18ZXP
rickamcmillion;364082;GC18ZXP
apeckcmace;717318;GC18ZXP
Reviewer Jones;309660;GC18ZXP
ringtail 1;550256;GC19049
ringtail 1;550256;GC19049
Amber 25;1253607;GC19049
smtycolt;94818;GC19049
Reviewer Jones;309660;GC19049
pneuma;338749;GC1904C
Kayak194;709452;GC1904C
SEBURR;620351;GC1904C
CYBret;39219;GC1904C
2aussies;437890;GC1904C
ClayC;777831;GC1904C
Reviewer Hilts;1069637;GC1904C
tdigger;1290034;GC1904K
smtycolt;94818;GC1904K
Reviewer Jones;309660;GC1904K
franke3;1185565;GC19055
bri13;979971;GC19055
gossamar;33094;GC19055
bri13;979971;GC19055
Peoria Bill;100752;GC19055
joranda;503984;GC19055
Reviewer Jones;309660;GC19055
cds231;645750;GC1906K
blackjeep1989;692270;GC1906K
REDBUDHOOTIE;1306329;GC1906K
2graywolves;998225;GC1906K
Reviewer Jones;309660;GC1906K
pneuma;338749;GC19076
Kayak194;709452;GC19076
SEBURR;620351;GC19076
CYBret;39219;GC19076
2aussies;437890;GC19076
ClayC;777831;GC19076
Reviewer Hilts;1069637;GC19076
RicknJoy;920754;GC190QT
*gln;4552;GC190QT
*gln;4552;GC190QT
IowaGerd;378290;GC190TR
MI3sprouts;1185612;GC190TR
lucy92979;161275;GC190TR
JustUsTwo;91151;GC190TR
c_dog;806158;GC190TR
drtmn;135247;GC190TR
G.O. John and Carol;235754;GC190TR
cc8c4;358092;GC190TR
wishing on a star;1027850;GC190WX
rcrtbjoy;103262;GC190WX
J&JEN;517316;GC190WX
tasmo;1397731;GC190WX
roelsch;29948;GC190WX
Mean Gene;7108;GC190WX
Viper715;1421331;GC190WX
*gln;4552;GC190WX
*gln;4552;GC190WX
Jas. Cox;1011118;GC1913A
bluechipsearcher;1358917;GC1913A
ex14_14;1454414;GC1913A
The Incredible Geocachers;1435048;GC1913A
sudamar;659386;GC1913A
JHB50 & better 1/2;213397;GC1913A
Mountain Climber;42266;GC1913A
Team DLADL;407553;GC1917P
yawetag;1003256;GC1917P
lobocs;920838;GC1917P
ibew ret;319683;GC1917P
JanS03;73036;GC1917P
JC_Geo;448150;GC1917P
SWAseeker;174644;GC1917P
*gln;4552;GC1917P
CribbageWitch;956939;GC1917P
alphawalker;171581;GC191AR
adcisler;1089157;GC191AR
Thystle;95262;GC191AR
dogda;88058;GC191AR
GB-Cacher;83899;GC191AR
Toto1;1058515;GC191AR
Hobbit Taz;933682;GC191AR
CribbageWitch;956939;GC191AR
waterfallfrog;1034012;GC191AR
JanS03;73036;GC191AR
ibew ret;319683;GC191AR
JP Billy;534115;GC191AR
GNHIKN1;1055668;GC191AR
GeoLizzie03;1013432;GC191AR
geoaaron;1009431;GC191AR
myotis;11234;GC191AR
geomatthew98;1009423;GC191AR
mybluebap;741531;GC191AR
VAEaglesFan;1235890;GC191AR
Puglet1;541651;GC191AR
GB-Cacher;83899;GC191AR
Didg Guy;200146;GC191AR
*gln;4552;GC191AR
*gln;4552;GC191AR
RadioactiveGrl;874702;GC191BD
CribbageWitch;956939;GC191BD
CribbageWitch;956939;GC191BD
bluedaisy;443157;GC191BD
BlueBeadMan;199792;GC191BD
spongebob14;478546;GC191BD
Bobcat158;522849;GC191BD
Team DLADL;407553;GC191BD
Strider;3258;GC191BD
yawetag;1003256;GC191BD
lobocs;920838;GC191BD
Hid Pro Quo;34043;GC191BD
ibew ret;319683;GC191BD
goshhawk;45784;GC191BD
JanS03;73036;GC191BD
Glenda the good witch;1185630;GC191BD
dougieniles;1224298;GC191BD
SWAseeker;174644;GC191BD
JC_Geo;448150;GC191BD
roelsch;29948;GC191BD
*gln;4552;GC191BD
CribbageWitch;956939;GC191BD
Wheelinb;861923;GC191BJ
medic161;504628;GC191BJ
RadioactiveGrl;874702;GC191BJ
tjpcooper;799203;GC191BJ
BlueBeadMan;199792;GC191BJ
Bobcat158;522849;GC191BJ
Team DLADL;407553;GC191BJ
Strider;3258;GC191BJ
yawetag;1003256;GC191BJ
lobocs;920838;GC191BJ
Hid Pro Quo;34043;GC191BJ
ibew ret;319683;GC191BJ
goshhawk;45784;GC191BJ
JanS03;73036;GC191BJ
Glenda the good witch;1185630;GC191BJ
SWAseeker;174644;GC191BJ
roelsch;29948;GC191BJ
JC_Geo;448150;GC191BJ
roelsch;29948;GC191BJ
*gln;4552;GC191BJ
CribbageWitch;956939;GC191BJ
medic161;504628;GC191BP
RadioactiveGrl;874702;GC191BP
Team DLADL;407553;GC191BP
TKLNHL & Kyd;102061;GC191BP
yawetag;1003256;GC191BP
lobocs;920838;GC191BP
ibew ret;319683;GC191BP
JanS03;73036;GC191BP
JC_Geo;448150;GC191BP
SWAseeker;174644;GC191BP
*gln;4552;GC191BP
CribbageWitch;956939;GC191BP
DopsonGeos;1118150;GC191BQ
Jilly7;1116841;GC191BQ
K-TEAM;30060;GC191BQ
jmhammond;1392129;GC191BQ
m.fondo;1409027;GC191BQ
jwestii;1464498;GC191BQ
abyssnolf;1474599;GC191BQ
JP Billy;534115;GC191BQ
Tollybrew;182236;GC191BQ
tjpcooper;799203;GC191BQ
Team DLADL;407553;GC191BQ
tasmo;1397731;GC191BQ
Crazy4Moose;935764;GC191BQ
Phil 4:13;817288;GC191BQ
Nickel01;671598;GC191BQ
kJfishman;540547;GC191BQ
Cycle Ken;502248;GC191BQ
calvinhh;916512;GC191BQ
SWAseeker;174644;GC191BQ
*gln;4552;GC191BQ
CribbageWitch;956939;GC191BQ
2aussies;437890;GC191ED
pneuma;338749;GC191ED
Kayak194;709452;GC191ED
SEBURR;620351;GC191ED
alphawolf88;152483;GC191ED
ZBQ;162778;GC191ED
CYBret;39219;GC191ED
Reviewer Hilts;1069637;GC191ED
joeace;1161649;GC191FT
Elburto;371731;GC191FT
lucy92979;161275;GC191FT
JustUsTwo;91151;GC191FT
Kraig1;443773;GC191FT
lasermom;218802;GC191FT
c_dog;806158;GC191FT
joranda;503984;GC191HY
scottpash;700726;GC191HY
TwoOldtimers;1118864;GC191HY
Wheelinb;861923;GC191HY
Wheelinb;861923;GC191HY
Brawny Bear;84328;GC191HY
lagrac;372512;GC191HY
SuperGoober;351044;GC191HY
Norwegian Sergeant;634893;GC191HY
Parabola;524968;GC191HY
erictheump;522960;GC191HY
Gerhardus;418856;GC191HY
Pika Wants Cake;356972;GC191HY
Woodland Clan;804066;GC191HY
ajayhawkfan;244955;GC191HY
awhsom;94624;GC191HY
grcarlson;430389;GC191HY
lobocs;920838;GC191HY
BlueBeadMan;199792;GC191HY
javapgmr;301976;GC191HY
kodiak_62;164926;GC1922P
Katfans;596116;GC1922P
NightFox21;1409656;GC1922P
IMMAP;1441659;GC1922P
Dr. Who and K-9;155959;GC1922P
The Incredible Geocachers;1435048;GC1922P
mamabird50;591844;GC1922P
Mama Jane;456991;GC1922P
JHB50 & better 1/2;213397;GC1922P
hillsdale;709709;GC1922P
Jas. Cox;1011118;GC1922P
sudamar;659386;GC1922P
Mountain Climber;42266;GC1922P
connell95;1490947;GC192EF
kodiak_62;164926;GC192EF
Katfans;596116;GC192EF
Dr. Who and K-9;155959;GC192EF
Emersons;1466648;GC192EF
mamabird50;591844;GC192EF
The Incredible Geocachers;1435048;GC192EF
Mama Jane;456991;GC192EF
hillsdale;709709;GC192EF
Jas. Cox;1011118;GC192EF
Mountain Climber;42266;GC192EF
Kite Mike;1297832;GC192VY
Kite Mike;1297832;GC192VY
sataraid1;1165244;GC192VY
CYBret;39219;GC192VY
Dieseldoc;166447;GC192VY
SEBURR;620351;GC192VY
ClayC;777831;GC192VY
solarwib;42258;GC192X7
kodiak_62;164926;GC192X7
searay16;861887;GC192X7
Bluegrass Reviewer;578183;GC192X7
RecycledTeen;622704;GC1932G
RULOOKING;1470635;GC1932G
Katfans;596116;GC1932G
kodiak_62;164926;GC1932G
EAGLEi-360;1444412;GC1932G
Bluegrass Reviewer;578183;GC1932G
budophylus;7616;GC1932G
GEOCKY;112000;GC1932G
RULOOKING;1470635;GC1932Y
RecycledTeen;622704;GC1932Y
Katfans;596116;GC1932Y
kodiak_62;164926;GC1932Y
EAGLEi-360;1444412;GC1932Y
Bluegrass Reviewer;578183;GC1932Y
sun-moon-starz;18506;GC1932Y
kodiak_62;164926;GC1934D
Katfans;596116;GC1934D
Evansville Caching Crew;1467262;GC1934D
Dr. Who and K-9;155959;GC1934D
NightFox21;1409656;GC1934D
IMMAP;1441659;GC1934D
mamabird50;591844;GC1934D
Mama Jane;456991;GC1934D
hillsdale;709709;GC1934D
JHB50 & better 1/2;213397;GC1934D
The Incredible Geocachers;1435048;GC1934D
The Incredible Geocachers;1435048;GC1934D
Jas. Cox;1011118;GC1934D
Mountain Climber;42266;GC1934D
sudamar;659386;GC1934D
Dr. Who and K-9;155959;GC1934H
kodiak_62;164926;GC1934H
Jas. Cox;1011118;GC1934H
mamabird50;591844;GC1934H
Mama Jane;456991;GC1934H
kraftwerk;391058;GC1934H
hillsdale;709709;GC1934H
ex14_14;1454414;GC1934H
Mountain Climber;42266;GC1934H
FRIED OKRA;9626;GC193KG
Rock-6;364412;GC193KG
dogtulosba;338173;GC193KG
jeepers2;12471;GC193KG
TC Trackers;1250883;GC193KG
lacomo;1049268;GC193KG
ozark4;4808;GC193KG
RicknJoy;920754;GC193KG
*gln;4552;GC193KG
Sapper489;1303275;GC193KG
Dieseldoc;166447;GC193M6
Gigger;40487;GC193M6
Kite Mike;1297832;GC193M6
SEBURR;620351;GC193M6
Tader1;619721;GC193M6
Jim, Di & The Boyz;9608;GC193M6
CYBret;39219;GC193M6
Kayak194;709452;GC193M6
BlackJeepSquadron;371802;GC193M6
ClayC;777831;GC193M6
Reviewer Hilts;1069637;GC193M6
Jas. Cox;1011118;GC193QC
Dr. Who and K-9;155959;GC193QC
solarwib;42258;GC193QC
Emersons;1466648;GC193QC
hillsdale;709709;GC193QC
JHB50 & better 1/2;213397;GC193QC
sudamar;659386;GC193QC
Mountain Climber;42266;GC193QC
Mama Jane;456991;GC19402
mamabird50;591844;GC19402
Katfans;596116;GC19402
Dr. Who and K-9;155959;GC19402
Emersons;1466648;GC19402
solarwib;42258;GC19402
hillsdale;709709;GC19402
mamabird50;591844;GC19402
JHB50 & better 1/2;213397;GC19402
sudamar;659386;GC19402
Jas. Cox;1011118;GC19402
Mountain Climber;42266;GC19402
refugeroad;1457405;GC1940W
johnnie claude;1457477;GC1940W
GEO.JOE;169770;GC1940W
htrklr;954707;GC1940W
napoleon&debb;954689;GC1940W
lewy;232583;GC1940W
Bluegrass Reviewer;578183;GC1940W
Emersons;1466648;GC19411
Jas. Cox;1011118;GC19411
Dr. Who and K-9;155959;GC19411
solarwib;42258;GC19411
hillsdale;709709;GC19411
ex14_14;1454414;GC19411
sudamar;659386;GC19411
JHB50 & better 1/2;213397;GC19411
Mountain Climber;42266;GC19411
tasmo;1397731;GC1942G
EXDNR;350576;GC1942G
Arthur & Trillian;561623;GC1942G
brdspirt;32959;GC1942G
Arthur & Trillian;561623;GC1942G
*gln;4552;GC1942G
FRIED OKRA;9626;GC1942G
Firefishe;39636;GC1942G
Firefishe;39636;GC1942G
EXDNR;350576;GC1942G
*gln;4552;GC1942G
*gln;4552;GC1942G
69corvette;1401743;GC194BY
69corvette;1401743;GC194BY
Jas. Cox;1011118;GC194BY
69corvette;1401743;GC194BY
The Incredible Geocachers;1435048;GC194BY
Emersons;1466648;GC194BY
ex14_14;1454414;GC194BY
Gedoon;1030948;GC194BY
infarmfamily;1233572;GC194BY
JHB50 & better 1/2;213397;GC194BY
Mountain Climber;42266;GC194BY
69corvette;1401743;GC194BY
geoaware;175790;GC194G4
mvigor;1375399;GC194G9
briggs3030;1301178;GC194G9
ride4cache;361665;GC194G9
jeniy;354145;GC194G9
minicacher;439506;GC194G9
mvigor;1375399;GC194G9
BlueAussies;1049141;GC194G9
bjcheryl;691314;GC194G9
luckycharmer;898306;GC194G9
luckycharmer;898306;GC194G9
solarwib;42258;GC194H8
kodiak_62;164926;GC194H8
Bluegrass Reviewer;578183;GC194H8
cachedude34;1384112;GC194RY
cds231;645750;GC194RY
Strider;3258;GC194RY
Gerhardus;418856;GC194RY
seaeye;1405419;GC194RY
K-TEAM;30060;GC194RY
VAEaglesFan;1235890;GC194RY
whirley;323581;GC194RY
spongebob geopants;1446299;GC194RY
BlueBeadMan;199792;GC194RY
JanS03;73036;GC194RY
ibew ret;319683;GC194RY
ivstix;283125;GC194RY
Deut31-8;362115;GC194RY
trackerXL;1371356;GC194RY
Crazy4Moose;935764;GC194RY
Phil 4:13;817288;GC194RY
Nickel01;671598;GC194RY
Hobbit Taz;933682;GC194RY
pa;46700;GC194RY
CribbageWitch;956939;GC194RY
Cycle Ken;502248;GC194RY
Hid Pro Quo;34043;GC194RY
goshhawk;45784;GC194RY
wayfarer99;983614;GC194RY
tjpcooper;799203;GC194RY
Happykraut;100925;GC194RY
roelsch;29948;GC194RY
dougieniles;1224298;GC194RY
*gln;4552;GC194RY
joranda;503984;GC194VA
Peoria Bill;100752;GC194VA
gossamar;33094;GC194VA
franke3;1185565;GC194VA
bri13;979971;GC194VA
bri13;979971;GC194VA
rickc309;1298882;GC194VA
Reviewer Jones;309660;GC194VA
The Incredible Geocachers;1435048;GC1950E
Emersons;1466648;GC1950E
The Incredible Geocachers;1435048;GC1950E
Jas. Cox;1011118;GC1950E
cubschris;1249619;GC1950E
sudamar;659386;GC1950E
Reviewer Hilts;1069637;GC1950E
apeckcmace;717318;GC1955G
2golfers;159738;GC1955G
geoaware;175790;GC1955G
kryskelley;922993;GC195A1
Mean Gene;7108;GC195A1
lobocs;920838;GC195A1
yawetag;1003256;GC195A1
CacheRcheck;90721;GC195A1
roelsch;29948;GC195A1
TacRat;524498;GC195A1
JC_Geo;448150;GC195A1
kryskelley;922993;GC195A1
kiddylan;233850;GC195A1
Gubbie;233807;GC195A1
ibew ret;319683;GC195A1
JanS03;73036;GC195A1
Reviewer Jones;309660;GC195A1
beladi1;1080795;GC195A1
napoleon&debb;954689;GC195A1
bowhunter jr.;1387911;GC195GZ
juliebug2007;1288262;GC195GZ
kodiak_62;164926;GC195GZ
krull35;747817;GC195GZ
Bluegrass Reviewer;578183;GC195GZ
K-TEAM;30060;GC195W1
Mean Gene;7108;GC195W1
RGS;27639;GC195W1
cds231;645750;GC195W1
Strider;3258;GC195W1
whirley;323581;GC195W1
alphawalker;171581;GC195W1
JanS03;73036;GC195W1
ibew ret;319683;GC195W1
myotis;11234;GC195W1
Spooklight;705699;GC195W1
Gerhardus;418856;GC195W1
Hid Pro Quo;34043;GC195W1
goshhawk;45784;GC195W1
SWAseeker;174644;GC195W1
tjpcooper;799203;GC195W1
VAEaglesFan;1235890;GC195W1
Wulfen;1397135;GC195W1
*gln;4552;GC195W1
*gln;4552;GC195W1
moon_light;341625;GC19607
blackjeep1989;692270;GC19607
nighthawk 55;1100090;GC19607
pneuma;338749;GC19607
Kerstin76;349343;GC19607
ZBQ;162778;GC19607
Flowerdoc;165046;GC19607
K-TEAM;30060;GC1969F
SWAseeker;174644;GC1969F
myotis;11234;GC1969F
chadh08;1361333;GC1969F
Wulfen;1397135;GC1969F
Sapper489;1303275;GC1969F
tjpcooper;799203;GC1969F
cds231;645750;GC1969F
bennet;179263;GC1969F
JP Billy;534115;GC1969F
e_pie;248029;GC1969F
geoaware;175790;GC1969F
Travel Team;807992;GC196F
sarah97;1267946;GC196F
lillith1968;1297484;GC196F
Werwolfi;744816;GC196F
clarksday;480949;GC196F
Kangooo;856559;GC196F
RoterOktoberDiver;308790;GC196F
Schatz_hier;293309;GC196F
Old Reliable;961687;GC196F
Cxx;1114117;GC196F
Mrs. Sunshine;1410791;GC196F
Mr. Completely;1385930;GC196F
Polko;854088;GC196F
Määnzer;208542;GC196F
speedyelise;268823;GC196F
mel2001;969825;GC196F
df&mf;1304162;GC196F
teacman;546086;GC196F
KevinBCCS;363466;GC196F
puzzle player;338003;GC196F
CacheRcheck;90721;GC196F
twoP;603558;GC196F
sanchopancho;277784;GC196F
barca2006;786907;GC196F
2410Bergziegen05;477923;GC196F
RappelZappel;1103274;GC196F
elrecke;1096781;GC196F
DocW;78565;GC196F
jknasinski;659909;GC196F
Team Erom;1050811;GC196F
dewikahe;826863;GC196F
de trije susters;111296;GC196F
RexKramer;564630;GC196F
The Dane;674557;GC196F
blazkowicz0;275007;GC196F
JMF1978;615368;GC196F
JC_Geo;448150;GC196F
Mountain_Wanderer;61328;GC196F
Wheelinb;861923;GC196F
Arndtwe;808575;GC196F
Don Cerebro;574789;GC196F
army4X4;287795;GC196F
Mama and Papa;1203775;GC196F
K-TEAM;30060;GC196F
scentcop;359515;GC196F
Texican Space Cowboy;770186;GC196F
racer2814;744677;GC196F
gossamar;33094;GC196F
dadoo2;398158;GC196F
GreenCachers;204740;GC196F
Capolutz;514848;GC196F
tiggermaus;241190;GC196F
Karrataka;595619;GC196F
super_cacher;1005578;GC196F
The Randaddy;173579;GC196F
The Randaddy;1155997;GC196F
cds231;645750;GC196J5
Strider;3258;GC196J5
Gerhardus;418856;GC196J5
seaeye;1405419;GC196J5
K-TEAM;30060;GC196J5
BlueBeadMan;199792;GC196J5
JanS03;73036;GC196J5
ibew ret;319683;GC196J5
roelsch;29948;GC196J5
tjpcooper;799203;GC196J5
Deut31-8;362115;GC196J5
ivstix;283125;GC196J5
roelsch;29948;GC196J5
Crazy4Moose;935764;GC196J5
Phil 4:13;817288;GC196J5
64 Special;115464;GC196J5
Nickel01;671598;GC196J5
Hobbit Taz;933682;GC196J5
pa;46700;GC196J5
CribbageWitch;956939;GC196J5
TEAMR&R;259308;GC196J5
Cycle Ken;502248;GC196J5
dougieniles;1224298;GC196J5
*gln;4552;GC196J5
*gln;4552;GC196J5
cds231;645750;GC196MG
K-TEAM;30060;GC196MG
Strider;3258;GC196MG
myotis;11234;GC196MG
CribbageWitch;956939;GC196MG
RGS;27639;GC196MG
xeviel;660133;GC196MG
Faery_G;681575;GC196MG
JanS03;73036;GC196MG
ibew ret;319683;GC196MG
bennet;179263;GC196MG
*gln;4552;GC196MG
Mama Jane;456991;GC196PT
2 Mama's;948488;GC196PT
mamabird50;591844;GC196PT
kodiak_62;164926;GC196PT
hillsdale;709709;GC196PT
Katfans;596116;GC196PT
sudamar;659386;GC196PT
Dr. Who and K-9;155959;GC196PT
Emersons;1466648;GC196PT
Jas. Cox;1011118;GC196PT
Reviewer Hilts;1069637;GC196PT
teacman;546086;GC196Q2
Team Honeybunnies;363019;GC196Q2
zuma!;232945;GC196Q2
Reviewer Jones;309660;GC196Q2
Reviewer Jones;309660;GC1973Z
searching_simpsons;693190;GC1977
jordanw_us;559197;GC1977
Brady07;1363489;GC1977
XF1ber;1361013;GC1977
nwc_voyageur;284185;GC1977
jim54;1165836;GC1977
freelancefrog;577040;GC1977
RivFan;807550;GC1977
Heir2kgdm;930013;GC1977
CIVanner;372944;GC1977
house23;1105958;GC1977
The Killer Bees;818031;GC1977
willie87;949134;GC1977
Texican Space Cowboy;770186;GC1977
racer2814;744677;GC1977
JJ&J;187879;GC1977
owens3;395923;GC1977
wickiwee;668298;GC1977
Fire_Bug_80;922886;GC197MP
Nature_hiker;753472;GC197MP
arrow74;278507;GC197MP
mabowers1s;1436423;GC197MP
ibew ret;319683;GC197MP
mabowers1s;1436423;GC197MP
mamalu;153551;GC197MP
JonesCrew;539258;GC197MP
*gln;4552;GC197MP
tdigger;1290034;GC197R5
Reviewer Jones;309660;GC197R5
king-of-halloween;159330;GC197R5
Jim, Di & The Boyz;9608;GC197R5
blackjeep1989;692270;GC197RG
xpunkx & Julez;145796;GC197RG
Mountain Climber;42266;GC197RG
flakeyjane;427225;GC197YP
aviator30;423800;GC197YP
d&d showme;1051506;GC197YP
C141CC;923202;GC197YP
Specter;102262;GC197YP
*gln;4552;GC197YP
RecycledTeen;622704;GC1983K
Bluegrass Reviewer;578183;GC1983K
FRIED OKRA;9626;GC198BH
*gln;4552;GC198BH
*gln;4552;GC198BH
K-TEAM;30060;GC198D2
Specter;102262;GC198D2
Sola Fide;349469;GC198D2
SWAseeker;174644;GC198D2
myotis;11234;GC198D2
JP Billy;534115;GC198D2
Brawny Bear;84328;GC198D2
dogda;88058;GC198D2
Mean Gene;7108;GC198D2
Brawny Bear;84328;GC198D2
Tollybrew;182236;GC198D2
*gln;4552;GC198D2
*gln;4552;GC198D2
2_cats;610181;GC198XG
kiddylan;233850;GC198XG
HellFish;191960;GC198XG
lobocs;920838;GC198XG
yawetag;1003256;GC198XG
Gubbie;233807;GC198XG
roelsch;29948;GC198XG
Mean Gene;7108;GC198XG
ahistorian1;574454;GC198XG
wanderingbear;1017194;GC198XG
htrklr;954707;GC198XG
napoleon&debb;954689;GC198XG
ivstix;283125;GC198XG
Reviewer Jones;309660;GC198XG
MutherAndSun;944590;GC198ZV
jheyen;1163636;GC198ZV
browneyedgirl7;1475455;GC198ZV
cavebear7;977685;GC198ZV
TeamCooper;274862;GC198ZV
Reviewer Jones;309660;GC198ZV
bakdoc;890431;GC198ZV
